district,N,P,K,OC,pH,EC,S,Fe,Zn,Cu,B,Mn,temperature,humidity,crop,Soil_Type,Yield_tons_per_hectare
Thanjavur,34,40,40,37,8.07,23,19,39,38,23,30,30,27,57,Mango,Red Soil,4.6
Thanjavur,38,40,31,31,6.77,21,22,36,28,29,28,36,33,69,Coconut,Black Soil,3.23
Thanjavur,27,28,34,24,6.94,33,20,24,29,41,34,22,34,73,Groundnut,Alluvial Soil,0.6
Thanjavur,21,21,35,34,7.04,30,22,30,24,27,28,38,24,70,Rice,Laterite Soil,1.95
Thanjavur,24,22,23,31,6.56,35,12,24,36,23,32,32,30,77,Rice,Peaty Soil,1.76
Thanjavur,20,37,25,29,6.64,21,14,33,40,33,29,36,24,69,Mango,Loamy,3.47
Thanjavur,40,24,33,36,8.25,38,13,27,35,22,40,36,34,74,Millet,Clay,0.61
Thanjavur,32,39,24,26,8.18,32,22,25,31,37,35,31,30,74,Millet,Sandy,0.79
Thanjavur,27,20,30,39,8.02,36,25,36,41,34,33,32,25,48,Rice,Red Soil,1.78
Thanjavur,38,35,21,26,8.29,32,20,36,21,30,27,35,28,78,Millet,Black Soil,0.59
Thanjavur,32,24,34,26,7.1,39,19,30,25,24,28,22,33,52,Maize,Alluvial Soil,1.51
Thanjavur,29,39,39,30,7.24,23,11,39,21,41,37,26,24,70,Rice,Laterite Soil,2.71
Thanjavur,31,34,32,29,6.54,24,19,23,38,32,39,24,24,54,Guava,Peaty Soil,5.58
Thanjavur,40,40,39,24,6.96,27,12,32,27,22,36,25,35,55,Coconut,Loamy,3.71
Thanjavur,25,34,29,30,7.48,33,12,38,38,36,32,35,24,73,Coconut,Clay,2.31
Thanjavur,37,27,30,36,6.94,39,26,28,28,41,30,41,25,70,Guava,Sandy,5.0
Thanjavur,29,32,28,26,7.57,30,13,28,38,38,30,31,25,61,Millet,Red Soil,0.81
Thanjavur,40,28,35,33,7.08,39,19,32,34,38,36,37,27,59,Mango,Black Soil,4.71
Thanjavur,31,23,33,26,6.83,25,27,25,35,33,39,33,29,50,Rice,Alluvial Soil,2.16
Thanjavur,27,38,32,27,6.93,37,18,39,38,40,28,28,31,61,Maize,Laterite Soil,1.72
Thanjavur,24,40,23,24,7.09,38,10,29,34,26,37,41,34,67,Sugarcane,Peaty Soil,30.61
The Nilgiris,68,58,54,56,8.08,66,96,47,45,43,38,54,34,55,Groundnut,Loamy,1.05
The Nilgiris,73,74,66,64,8.14,57,86,41,48,53,49,35,24,52,Guava,Clay,9.58
The Nilgiris,66,57,58,69,7.08,65,85,53,48,44,50,42,26,76,Coconut,Sandy,4.64
The Nilgiris,55,67,54,54,6.55,63,79,47,54,46,42,52,32,65,Coconut,Red Soil,4.85
The Nilgiris,67,69,66,57,6.67,64,83,37,53,41,54,46,24,45,Groundnut,Black Soil,1.24
The Nilgiris,58,56,56,68,7.8,70,79,47,42,54,55,41,24,61,Mango,Alluvial Soil,6.99
The Nilgiris,59,62,71,63,8.06,55,84,49,53,47,50,54,34,46,Rice,Laterite Soil,3.69
The Nilgiris,65,65,55,68,7.16,60,85,52,44,42,55,37,29,73,Guava,Peaty Soil,10.71
The Nilgiris,58,73,71,56,6.82,63,96,46,39,35,44,55,24,53,Groundnut,Loamy,1.27
The Nilgiris,62,57,66,63,7.93,63,95,50,42,47,47,37,35,74,Rice,Clay,4.06
The Nilgiris,57,62,60,64,7.11,60,88,41,38,36,53,45,32,80,Rice,Sandy,4.25
The Nilgiris,55,74,59,56,7.28,55,84,36,52,36,52,38,24,52,Guava,Red Soil,10.43
The Nilgiris,56,54,60,67,7.84,59,88,55,51,53,47,48,26,64,Mango,Black Soil,7.83
The Nilgiris,55,63,54,61,7.56,74,86,46,53,55,35,43,24,47,Maize,Alluvial Soil,2.66
The Nilgiris,55,65,58,55,8.11,58,97,44,53,40,47,53,27,69,Millet,Laterite Soil,1.24
The Nilgiris,74,56,70,65,8.31,59,78,39,48,55,53,36,35,72,Guava,Peaty Soil,9.17
The Nilgiris,56,60,58,60,6.99,64,91,36,44,52,38,46,33,72,Mango,Loamy,7.09
The Nilgiris,57,57,70,58,7.36,70,88,55,45,37,41,44,28,70,Coconut,Clay,5.34
The Nilgiris,67,56,65,61,6.89,63,89,54,52,47,36,48,32,65,Rice,Sandy,5.15
The Nilgiris,71,54,54,71,7.89,59,90,37,37,49,45,35,28,75,Mango,Red Soil,6.84
The Nilgiris,66,67,58,62,6.76,57,94,37,36,55,40,35,31,74,Maize,Black Soil,3.43
The Nilgiris,70,55,57,58,8.41,72,86,54,37,39,48,46,35,80,Sugarcane,Alluvial Soil,42.91
The Nilgiris,74,60,64,71,7.74,67,78,38,40,42,51,51,26,73,Maize,Laterite Soil,2.98
The Nilgiris,74,65,66,54,7.83,60,89,39,50,52,38,35,25,75,Mango,Peaty Soil,8.32
The Nilgiris,54,54,56,69,6.55,66,84,39,55,47,36,51,27,78,Mango,Loamy,6.53
The Nilgiris,71,70,72,64,7.5,64,85,53,38,50,47,50,31,51,Maize,Clay,3.35
The Nilgiris,64,73,67,57,7.42,55,89,38,54,40,40,47,28,53,Millet,Sandy,1.74
The Nilgiris,60,70,65,63,7.53,55,84,48,41,40,35,44,27,69,Sugarcane,Red Soil,60.91
The Nilgiris,59,57,59,58,7.57,74,81,48,42,51,55,54,27,55,Sugarcane,Black Soil,57.47
The Nilgiris,71,63,74,65,6.79,56,88,53,53,54,55,39,26,61,Groundnut,Alluvial Soil,1.39
The Nilgiris,55,60,61,64,6.87,54,83,45,54,40,39,45,31,71,Rice,Laterite Soil,4.19
The Nilgiris,72,61,64,70,6.74,61,93,37,43,37,43,45,29,63,Guava,Peaty Soil,12.25
The Nilgiris,59,62,54,73,6.81,56,87,55,42,51,54,44,28,79,Groundnut,Loamy,0.96
The Nilgiris,72,57,54,66,6.95,69,94,38,51,36,53,43,30,73,Groundnut,Clay,1.18
The Nilgiris,55,64,69,58,7.64,73,93,54,41,38,39,55,28,79,Groundnut,Sandy,1.12
The Nilgiris,70,54,57,69,7.74,74,95,55,35,46,44,39,26,67,Millet,Red Soil,1.52
The Nilgiris,61,69,74,57,7.42,61,86,45,49,54,52,55,28,71,Coconut,Black Soil,5.81
The Nilgiris,55,58,69,65,7.12,55,96,54,40,46,53,40,25,58,Sugarcane,Alluvial Soil,64.4
The Nilgiris,74,56,71,58,8.13,67,88,52,36,39,48,41,28,75,Mango,Laterite Soil,8.43
The Nilgiris,71,72,71,70,8.28,60,89,40,49,40,52,40,33,70,Mango,Peaty Soil,7.85
The Nilgiris,59,54,66,56,7.49,71,78,36,36,42,40,43,29,70,Rice,Loamy,4.27
The Nilgiris,65,69,56,70,8.26,69,88,44,40,42,46,48,33,47,Millet,Clay,1.46
The Nilgiris,69,58,57,67,7.58,57,96,45,43,41,37,40,30,67,Groundnut,Sandy,1.29
The Nilgiris,67,72,71,70,8.4,65,84,49,43,35,37,53,32,64,Maize,Red Soil,3.5
The Nilgiris,68,71,72,65,8.22,66,80,50,42,51,43,36,29,52,Millet,Black Soil,1.59
The Nilgiris,65,69,73,69,8.23,69,89,55,50,49,35,49,24,54,Guava,Alluvial Soil,10.12
The Nilgiris,57,65,73,65,8.06,62,81,35,39,48,36,47,30,65,Sugarcane,Laterite Soil,65.77
The Nilgiris,56,66,59,70,6.68,58,95,55,55,45,54,41,32,78,Mango,Peaty Soil,7.05
The Nilgiris,63,60,72,66,6.76,59,97,44,46,49,42,39,27,66,Maize,Loamy,3.3
The Nilgiris,54,59,63,65,7.15,56,97,55,52,46,36,54,35,49,Rice,Clay,4.25
The Nilgiris,74,61,61,72,7.4,59,88,55,40,51,37,36,25,61,Sugarcane,Sandy,62.94
The Nilgiris,72,63,61,69,8.31,57,80,39,48,44,37,45,27,76,Coconut,Red Soil,4.35
The Nilgiris,57,71,57,74,7.43,56,79,52,49,48,54,39,32,80,Millet,Black Soil,1.3
The Nilgiris,58,55,62,70,7.67,65,92,36,43,54,41,47,24,48,Coconut,Alluvial Soil,4.44
The Nilgiris,65,56,62,65,8.08,67,87,50,46,38,49,42,35,71,Mango,Laterite Soil,6.81
The Nilgiris,65,67,59,55,8.21,69,83,54,53,44,44,39,24,64,Coconut,Peaty Soil,5.09
The Nilgiris,74,73,73,66,7.07,69,83,36,35,39,48,49,30,73,Maize,Loamy,3.78
The Nilgiris,72,55,72,70,6.74,66,87,38,52,38,54,39,30,46,Groundnut,Clay,1.27
The Nilgiris,61,67,73,74,8.37,67,84,46,35,45,46,39,25,49,Rice,Sandy,4.35
The Nilgiris,54,69,65,64,7.53,73,81,43,53,45,45,47,24,77,Millet,Red Soil,1.2
The Nilgiris,67,68,57,70,8.42,54,96,44,40,47,49,45,30,64,Mango,Black Soil,7.93
The Nilgiris,54,62,74,61,7.46,65,84,36,38,40,40,38,35,65,Sugarcane,Alluvial Soil,58.13
The Nilgiris,59,66,72,57,8.38,67,84,53,54,46,43,39,33,47,Sugarcane,Laterite Soil,56.28
The Nilgiris,70,55,65,64,6.71,70,78,43,42,55,42,51,24,45,Groundnut,Peaty Soil,1.05
Theni,0,4,0,6,7.33,5,37,77,90,88,75,88,31,63,Maize,Loamy,1.51
Theni,12,6,0,7,6.74,0,41,91,83,90,81,75,27,58,Sugarcane,Clay,26.05
Theni,5,5,0,10,8.02,9,24,81,73,72,78,91,33,79,Groundnut,Sandy,0.5
Theni,10,4,10,0,7.53,0,40,73,86,75,86,75,24,67,Groundnut,Red Soil,0.5
Theni,9,0,0,0,6.9,10,36,84,78,75,81,91,29,76,Guava,Black Soil,4.08
Theni,0,13,2,10,7.82,4,40,86,76,78,79,84,29,77,Guava,Alluvial Soil,3.61
Theni,1,7,10,3,7.27,1,36,77,90,83,82,75,26,54,Groundnut,Laterite Soil,0.55
Theni,0,12,0,13,8.26,10,38,76,81,90,74,75,26,71,Mango,Peaty Soil,2.97
Theni,11,13,2,14,7.55,12,41,72,82,82,76,88,24,56,Millet,Loamy,0.63
Theni,0,0,0,6,7.41,4,22,77,92,83,90,83,34,51,Rice,Clay,1.83
Theni,7,6,0,12,7.54,0,40,82,78,75,90,89,32,45,Rice,Sandy,1.82
Theni,12,10,1,11,8.41,0,27,72,89,83,79,76,24,57,Coconut,Red Soil,1.8
Theni,0,4,4,0,6.68,8,24,91,83,72,92,83,27,47,Guava,Black Soil,4.25
Theni,11,0,6,0,7.14,0,37,87,90,91,89,84,29,62,Mango,Alluvial Soil,3.5
Theni,10,8,0,1,7.3,7,40,86,85,75,75,80,27,80,Sugarcane,Laterite Soil,19.86
Theni,12,0,4,4,7.21,0,36,86,76,84,90,74,28,54,Mango,Peaty Soil,3.54
Theni,0,0,8,12,6.56,1,23,87,75,74,73,75,35,55,Millet,Loamy,0.58
Theni,6,0,14,3,8.31,8,30,88,83,80,75,83,35,80,Millet,Clay,0.5
Theni,0,7,13,2,6.68,7,35,87,83,81,85,78,29,70,Guava,Sandy,4.62
Theni,6,0,14,0,7.88,0,37,81,73,92,91,85,31,47,Guava,Red Soil,3.67
Theni,8,0,6,5,8.01,1,28,73,79,89,90,84,31,54,Mango,Black Soil,3.22
Theni,8,3,0,8,6.58,14,21,82,75,76,87,80,29,77,Coconut,Alluvial Soil,1.87
Theni,0,5,12,0,6.92,12,28,87,79,92,92,82,28,76,Guava,Laterite Soil,4.11
Theni,5,5,4,2,7.28,2,30,92,87,79,72,82,27,67,Sugarcane,Peaty Soil,23.8
Theni,0,0,6,14,6.55,0,21,90,90,86,77,91,28,66,Mango,Loamy,3.34
Theni,1,12,0,1,7.76,2,32,92,92,85,72,92,30,52,Mango,Clay,3.13
Theni,2,0,2,0,8.28,6,35,72,85,79,86,81,25,53,Rice,Sandy,1.71
Theni,14,10,11,0,6.73,6,35,86,89,90,80,83,29,68,Groundnut,Red Soil,0.51
Theni,0,0,14,14,7.25,0,36,74,92,86,75,79,30,69,Sugarcane,Black Soil,27.49
Theni,0,0,0,13,7.7,0,36,80,75,88,91,75,35,63,Guava,Alluvial Soil,4.05
Theni,13,14,5,0,7.37,7,38,86,80,92,90,78,27,57,Guava,Laterite Soil,4.58
Theni,0,4,2,11,7.8,10,30,78,85,79,79,91,32,54,Rice,Peaty Soil,1.91
Theni,5,1,8,13,8.02,0,27,89,83,90,74,72,27,69,Groundnut,Loamy,0.5
Theni,2,11,1,0,6.62,0,39,76,83,81,87,74,28,79,Groundnut,Clay,0.5
Theni,0,1,2,8,7.97,10,35,72,72,82,82,86,26,45,Millet,Sandy,0.52
Theni,3,5,3,0,7.09,8,39,73,76,73,77,77,34,50,Maize,Red Soil,1.34
Theni,5,0,12,0,7.64,0,29,91,86,84,88,74,31,60,Maize,Black Soil,1.29
Theni,2,1,0,14,8.03,9,38,84,87,91,87,92,34,51,Maize,Alluvial Soil,1.18
Theni,12,0,14,0,8.18,1,26,82,87,73,85,75,25,51,Guava,Laterite Soil,3.79
Theni,13,0,9,0,6.79,0,36,88,77,84,83,90,24,46,Sugarcane,Peaty Soil,21.6
Theni,8,7,4,10,7.1,11,38,78,89,83,76,87,25,75,Maize,Loamy,1.15
Theni,0,3,0,1,7.22,6,38,88,76,90,90,77,32,45,Guava,Clay,4.36
Theni,2,8,14,9,7.59,0,35,89,84,83,83,72,33,64,Maize,Sandy,1.29
Theni,2,10,3,1,7.58,4,29,92,91,73,72,78,33,55,Coconut,Red Soil,2.27
Theni,0,0,13,2,6.69,4,22,84,92,77,84,85,27,47,Millet,Black Soil,0.58
Theni,7,0,12,5,7.49,0,34,82,73,87,85,90,27,72,Guava,Alluvial Soil,4.14
Theni,0,0,6,10,7.36,0,40,75,85,73,85,81,26,54,Groundnut,Laterite Soil,0.53
Theni,0,14,2,0,8.42,14,32,82,75,75,75,89,30,49,Rice,Peaty Soil,1.88
Theni,12,4,10,13,8.5,0,26,78,80,89,76,73,29,50,Sugarcane,Loamy,22.05
Theni,0,2,5,10,8.29,0,38,92,83,78,73,81,32,48,Maize,Clay,1.16
Theni,10,1,4,3,6.87,1,35,91,86,86,82,73,27,55,Mango,Sandy,3.57
Theni,8,8,0,8,7.04,0,41,80,84,87,87,86,35,78,Guava,Red Soil,3.66
Theni,12,9,2,0,6.61,5,23,82,78,83,81,78,35,76,Sugarcane,Black Soil,23.43
Theni,8,0,13,0,7.49,6,41,91,76,90,75,83,27,80,Coconut,Alluvial Soil,1.73
Theni,0,6,14,0,7.64,0,38,74,87,78,74,87,31,69,Groundnut,Laterite Soil,0.5
Theni,8,14,0,5,6.95,12,25,84,81,74,89,72,26,45,Rice,Peaty Soil,1.76
Theni,1,4,14,1,8.12,7,21,73,72,72,79,79,28,45,Maize,Loamy,1.01
Theni,0,0,4,14,7.83,0,37,89,86,87,92,80,34,55,Mango,Clay,2.98
Theni,2,0,8,3,6.63,0,40,74,92,86,77,90,33,55,Guava,Sandy,3.98
Theni,12,4,14,0,7.05,9,33,74,92,72,92,77,26,53,Millet,Red Soil,0.66
Theni,11,0,8,0,8.02,0,40,85,80,86,92,73,32,51,Groundnut,Black Soil,0.5
Theni,9,7,0,6,6.51,0,26,80,73,80,76,85,28,77,Rice,Alluvial Soil,1.8
Theni,7,8,0,9,7.77,2,30,87,92,74,76,72,28,53,Guava,Laterite Soil,3.94
Theni,7,0,9,0,7.37,11,36,88,77,82,80,87,24,79,Rice,Peaty Soil,1.67
Thiruvallur,0,2,4,0,7.7,6,35,68,66,60,71,54,30,72,Coconut,Loamy,2.2
Thiruvallur,0,1,0,1,7.37,2,36,65,58,63,56,59,32,52,Groundnut,Clay,0.5
Thiruvallur,0,0,0,13,7.63,14,23,68,65,57,68,66,25,67,Groundnut,Sandy,0.5
Thiruvallur,0,0,4,10,8.0,8,37,56,54,58,72,55,27,55,Rice,Red Soil,1.75
Thiruvallur,0,6,0,10,7.13,0,22,69,69,63,68,53,26,70,Coconut,Black Soil,1.95
Thiruvallur,5,0,6,0,6.87,9,37,59,59,67,52,59,25,54,Guava,Alluvial Soil,4.31
Thiruvallur,3,0,1,0,7.09,0,22,72,71,56,56,66,24,61,Millet,Laterite Soil,0.59
Thiruvallur,0,0,3,4,8.03,0,23,70,52,54,57,60,28,79,Rice,Peaty Soil,1.63
Thiruvallur,0,0,6,11,7.97,0,21,52,68,52,54,62,24,63,Rice,Loamy,1.83
Thiruvallur,0,7,0,0,6.71,0,37,66,57,64,55,72,24,55,Mango,Clay,3.24
Thiruvallur,0,0,14,0,8.37,0,24,64,69,62,66,70,32,58,Mango,Sandy,3.18
Thiruvallur,9,0,9,9,7.38,14,25,64,64,52,62,70,35,72,Sugarcane,Red Soil,23.98
Thiruvallur,7,8,1,0,8.22,0,26,52,53,63,62,67,24,66,Sugarcane,Black Soil,22.34
Thiruvallur,9,0,14,1,7.46,13,37,52,69,58,60,61,25,51,Coconut,Alluvial Soil,2.07
Thiruvallur,7,2,9,0,6.84,0,39,54,70,55,61,56,31,46,Rice,Laterite Soil,1.74
Thiruvallur,0,3,0,0,8.25,14,22,55,66,58,69,59,24,70,Mango,Peaty Soil,2.89
Thiruvallur,8,0,0,10,8.47,11,36,56,63,71,60,54,34,77,Rice,Loamy,1.56
Thiruvallur,0,2,5,7,8.16,9,22,65,58,67,54,59,28,73,Millet,Clay,0.57
Thiruvallur,7,0,2,5,6.59,0,40,59,61,60,52,59,27,46,Rice,Sandy,1.89
Thiruvallur,13,13,5,9,7.13,7,39,68,62,70,64,62,31,48,Guava,Red Soil,4.63
Thiruvallur,0,14,1,1,6.57,14,30,57,56,61,71,57,34,68,Sugarcane,Black Soil,21.92
Thiruvallur,0,4,7,12,7.68,6,39,56,61,59,52,56,35,76,Sugarcane,Alluvial Soil,21.01
Thiruvallur,5,0,5,6,7.15,0,30,53,62,67,65,57,26,51,Mango,Laterite Soil,3.36
Thiruvallur,12,13,1,0,7.74,7,30,52,60,64,60,61,28,65,Rice,Peaty Soil,1.89
Thiruvallur,13,3,0,6,8.43,12,24,72,64,62,57,69,28,55,Coconut,Loamy,1.82
Thiruvallur,7,0,0,0,8.02,0,32,64,72,68,56,55,33,78,Guava,Clay,3.58
Thiruvallur,0,0,0,9,8.47,4,33,72,54,53,52,52,34,74,Millet,Sandy,0.5
Thiruvallur,2,5,3,13,8.06,12,21,53,71,62,63,60,24,61,Coconut,Red Soil,1.93
Thiruvallur,14,5,5,2,7.67,0,36,66,71,60,54,72,25,61,Rice,Black Soil,2.02
Thiruvallur,7,7,9,8,7.01,2,33,53,59,71,66,57,32,45,Millet,Alluvial Soil,0.67
Thiruvallur,5,0,1,0,7.79,5,30,67,55,57,58,59,35,63,Rice,Laterite Soil,1.95
Thiruvallur,10,3,12,3,7.61,0,24,59,64,60,70,63,24,63,Guava,Peaty Soil,3.79
Thiruvallur,10,12,10,1,7.51,0,38,71,56,65,57,53,30,77,Mango,Loamy,3.3
Thiruvallur,0,0,5,0,7.01,9,36,71,72,52,59,61,35,53,Mango,Clay,3.37
Thiruvallur,4,2,10,0,8.1,4,24,56,65,64,62,64,31,53,Rice,Sandy,1.67
Thiruvallur,13,0,0,13,7.27,10,20,60,57,71,69,60,24,78,Coconut,Red Soil,1.83
Thiruvallur,0,5,8,9,7.0,0,32,69,71,71,67,64,31,54,Millet,Black Soil,0.68
Thiruvallur,0,4,1,0,8.19,0,37,54,60,62,63,52,25,67,Maize,Alluvial Soil,1.09
Thiruvallur,3,0,3,11,7.48,0,31,63,55,52,66,56,27,45,Maize,Laterite Soil,1.18
Thiruvallur,0,4,0,13,6.72,0,36,55,71,57,55,70,34,66,Sugarcane,Peaty Soil,27.5
Thiruvallur,0,0,0,0,7.32,3,20,70,69,64,56,54,25,51,Guava,Loamy,4.05
Thiruvallur,14,0,10,12,8.01,0,30,58,61,68,67,71,25,79,Mango,Clay,2.4
Thiruvallur,0,2,0,14,7.53,9,21,70,55,68,57,71,35,62,Coconut,Sandy,2.11
Thiruvallur,4,4,4,11,8.37,0,38,65,70,52,72,57,27,51,Mango,Red Soil,2.83
Thiruvallur,6,0,0,11,8.25,11,22,65,64,54,54,69,31,54,Coconut,Black Soil,1.93
Thiruvallur,0,0,1,0,8.0,0,38,56,55,65,57,57,25,60,Maize,Alluvial Soil,1.14
Thiruvallur,0,0,0,1,7.15,5,28,63,55,54,72,64,24,58,Maize,Laterite Soil,1.29
Thiruvallur,0,8,7,6,7.85,0,37,67,69,56,68,54,34,77,Guava,Peaty Soil,3.15
Thiruvallur,4,10,9,2,8.01,13,33,66,67,72,69,58,25,72,Maize,Loamy,1.17
Thiruvallur,8,14,0,7,6.57,7,35,57,70,67,59,64,33,58,Rice,Clay,2.09
Thiruvallur,3,5,5,3,7.86,0,29,63,58,61,63,61,32,56,Sugarcane,Sandy,25.05
Thiruvallur,3,0,13,14,6.81,0,30,69,72,59,64,61,31,48,Groundnut,Red Soil,0.55
Thiruvallur,0,0,4,8,8.45,0,39,71,63,72,55,66,32,48,Millet,Black Soil,0.55
Thiruvallur,0,14,0,2,8.15,13,35,59,57,63,65,64,33,58,Guava,Alluvial Soil,4.19
Thiruvallur,13,5,14,8,8.03,3,21,59,53,57,70,70,31,71,Rice,Laterite Soil,1.81
Thiruvallur,14,3,10,5,6.62,0,34,61,70,72,72,55,26,51,Coconut,Peaty Soil,2.18
Thiruvallur,3,7,14,14,8.33,3,26,63,69,62,62,71,25,69,Coconut,Loamy,1.61
Thiruvallur,8,0,0,5,7.73,10,31,69,54,61,72,58,29,60,Coconut,Clay,2.25
Thiruvallur,12,0,0,0,6.94,2,34,58,56,58,57,55,31,53,Guava,Sandy,4.19
Thiruvallur,2,4,0,4,6.9,8,34,62,65,63,63,69,31,66,Guava,Red Soil,4.77
Thiruvallur,7,13,0,3,6.6,0,25,53,59,68,62,57,31,52,Groundnut,Black Soil,0.54
Thiruvallur,7,6,12,0,7.71,0,23,52,67,54,69,58,26,50,Guava,Alluvial Soil,3.9
Thiruvallur,10,8,10,12,7.26,9,30,64,66,66,58,65,32,65,Coconut,Laterite Soil,2.42
Thiruvallur,10,11,10,7,8.48,10,25,66,66,53,52,70,29,66,Guava,Peaty Soil,3.92
Thiruvarur,0,2,0,10,7.31,1,45,42,51,45,37,45,25,76,Guava,Loamy,3.38
Thiruvarur,0,0,0,7,7.03,0,47,55,50,45,37,50,27,52,Rice,Clay,1.88
Thiruvarur,0,0,8,0,7.18,10,46,49,39,39,41,36,29,53,Groundnut,Sandy,0.51
Thiruvarur,0,0,0,0,7.4,0,59,52,43,41,49,47,25,54,Coconut,Red Soil,2.2
Thiruvarur,0,9,0,0,7.49,0,45,49,49,55,39,50,28,61,Coconut,Black Soil,2.29
Thiruvarur,1,7,6,10,6.76,0,45,40,50,52,49,44,30,48,Maize,Alluvial Soil,1.29
Thiruvarur,0,2,0,0,7.94,2,58,48,37,49,49,35,35,49,Groundnut,Laterite Soil,0.5
Thiruvarur,0,2,8,0,7.61,2,47,51,43,53,35,47,35,50,Maize,Peaty Soil,1.14
Thiruvarur,2,1,0,0,8.31,5,42,48,48,52,43,38,33,45,Millet,Loamy,0.56
Thiruvarur,0,0,0,1,6.98,0,46,47,51,53,36,47,29,45,Millet,Clay,0.68
Thiruvarur,0,0,0,4,7.98,0,42,53,41,37,36,44,29,71,Millet,Sandy,0.65
Thiruvarur,0,0,0,0,8.05,0,50,38,54,55,41,55,29,69,Rice,Red Soil,1.62
Thiruvarur,8,0,0,4,7.98,0,54,53,49,52,41,42,35,72,Guava,Black Soil,3.67
Thiruvarur,0,5,0,0,6.78,6,60,50,47,51,55,44,35,53,Guava,Alluvial Soil,4.13
Thiruvarur,9,0,6,7,7.63,0,42,42,47,41,37,36,28,76,Coconut,Laterite Soil,1.82
Thiruvarur,10,0,0,0,7.15,0,60,45,54,35,50,48,32,54,Sugarcane,Peaty Soil,28.4
Thiruvarur,5,0,0,0,7.53,0,62,48,51,49,52,50,26,55,Millet,Loamy,0.6
Thiruvarur,0,0,4,0,8.24,0,51,50,36,39,53,43,31,73,Mango,Clay,2.7
Thiruvarur,10,0,0,9,7.27,0,62,52,55,46,42,38,24,64,Millet,Sandy,0.6
Thiruvarur,0,10,10,6,8.07,0,48,40,39,36,54,40,31,70,Coconut,Red Soil,2.15
Thiruvarur,0,0,2,0,6.53,0,62,45,44,40,55,39,29,76,Groundnut,Black Soil,0.5
Thiruvarur,6,0,0,0,6.9,0,60,54,45,46,55,47,26,47,Sugarcane,Alluvial Soil,23.3
Thiruvarur,0,2,0,0,8.18,0,61,42,53,51,46,43,30,47,Maize,Laterite Soil,1.05
Thiruvarur,0,0,0,0,7.11,6,53,51,47,50,54,48,30,46,Guava,Peaty Soil,4.41
Thiruvarur,4,0,6,10,7.43,0,59,48,46,41,45,44,32,68,Rice,Loamy,2.02
Thiruvarur,0,0,0,7,7.17,0,62,41,48,47,52,47,31,58,Maize,Clay,1.32
Thiruvarur,9,0,0,10,7.93,10,45,39,55,54,35,53,27,55,Mango,Sandy,3.37
Thiruvarur,10,8,0,7,8.05,0,54,54,36,39,49,42,26,46,Maize,Red Soil,1.15
Thiruvarur,0,8,9,1,6.89,0,62,35,53,37,50,49,26,69,Millet,Black Soil,0.64
Thiruvarur,9,3,8,9,7.91,0,59,54,45,43,44,38,25,47,Mango,Alluvial Soil,2.64
Thiruvarur,0,7,10,0,7.57,0,58,36,51,37,41,49,32,47,Coconut,Laterite Soil,1.95
Thiruvarur,0,0,9,5,7.26,0,45,41,55,37,41,43,31,65,Coconut,Peaty Soil,2.46
Thiruvarur,0,1,0,6,6.82,0,54,50,49,48,42,47,26,57,Rice,Loamy,1.8
Thiruvarur,6,10,0,0,8.06,4,43,35,35,50,52,43,24,51,Mango,Clay,2.77
Thiruvarur,0,0,0,9,6.62,0,50,54,43,41,44,46,31,72,Mango,Sandy,3.61
Thiruvarur,0,0,8,0,6.62,2,54,51,35,38,51,42,24,63,Sugarcane,Red Soil,23.62
Thiruvarur,9,0,8,3,7.49,0,45,55,50,51,49,51,29,78,Rice,Black Soil,1.82
Thiruvarur,8,6,0,2,7.71,0,48,49,43,47,40,52,32,70,Rice,Alluvial Soil,1.84
Thiruvarur,0,7,8,0,7.77,0,43,42,41,40,40,53,33,52,Sugarcane,Laterite Soil,25.14
Thiruvarur,10,0,9,3,6.5,0,42,38,35,48,42,38,34,66,Rice,Peaty Soil,1.82
Thiruvarur,10,0,5,0,6.62,9,44,52,37,40,41,36,28,67,Millet,Loamy,0.69
Thiruvarur,0,0,0,0,7.74,0,54,42,48,50,38,41,33,69,Rice,Clay,1.95
Thiruvarur,0,0,0,0,7.73,0,44,37,51,37,39,53,27,59,Guava,Sandy,4.66
Thiruvarur,0,7,0,0,7.54,0,56,53,49,46,40,42,35,55,Guava,Red Soil,3.88
Thiruvarur,4,9,1,5,6.73,3,55,36,42,42,38,53,25,78,Mango,Black Soil,3.03
Thiruvarur,1,2,8,0,7.6,0,58,52,50,43,55,37,35,77,Coconut,Alluvial Soil,1.89
Thiruvarur,3,0,0,2,6.87,0,55,50,40,54,44,55,33,55,Maize,Laterite Soil,1.2
Thiruvarur,5,0,0,0,8.47,2,42,45,48,41,45,47,29,49,Mango,Peaty Soil,2.75
Thiruvarur,3,0,9,10,7.58,2,60,45,52,39,43,45,35,71,Maize,Loamy,1.24
Thiruvarur,8,7,4,0,7.22,8,62,45,39,53,35,44,27,73,Mango,Clay,3.29
Thiruvarur,10,0,0,0,8.11,8,54,44,49,47,36,38,30,62,Groundnut,Sandy,0.53
Thiruvarur,0,1,0,10,6.53,0,60,48,36,45,47,48,25,57,Maize,Red Soil,1.15
Thiruvarur,0,0,0,0,6.86,0,57,40,54,54,44,47,30,75,Mango,Black Soil,3.53
Thiruvarur,0,0,0,2,7.69,0,52,51,54,38,42,51,35,57,Maize,Alluvial Soil,1.26
Thiruvarur,0,0,0,0,7.15,0,61,44,53,42,49,55,33,63,Groundnut,Laterite Soil,0.5
